d,1,1
d,2,0
f#,2,0
ha,3,0
f#,1,0
ha,3,4
g,1,0
f#,1,0
f,1,0
e,3,4
g,1,0
f#,1,0
g,2,0
d,2,0
c,2,0
g,1,0
f#,1,0
g,4,4
d,4,0
c,2,0
b,2,0
a,6,0
le,2,0
lg,6,0
b,2,0
a,6,4
