la,1,1
la#,1,1
lb,1,1
lc,1,1
lc#,1,1
ld,1,1
ld#,1,1
le,1,1
lf,1,1
lf#,1,1
lg,1,1
lg#,1,1
a,1,1
a#,1,1
b,1,1
c,1,1
c#,1,1
d,1,1
d#,1,1
e,1,1
f,1,1
f#,1,1
g,1,1
g#,1,1
ha,1,1
ha#,1,1
hb,1,1
hc,1,1
hc#,1,1
hd,1,1
hd#,1,1
he,1,1
hf,1,1
hf#,1,1
hg,1,1
hg#,1,1
2a,1,1
2a#,1,1
2b,1,1
2c,1,1
2c#,1,1
2d,1,1
2d#,1,1
2e,1,1
2f,1,1
2f#,1,1
2g,1,1
2g#,1,1
3a,1,1
