a,6,0
e,2,0
d#,1,0
e,1,0
d#,1,0
e,1,0
d#,2,0
e,2,0
c,4,0
a,4,2
a,2,0
c,2,0
e,2,0
f,4,0
c,4,0
f,4,0
g,4,0
e,2,0
f,2,0
e,2,0
f,2,0
e,2,0
