a,2,0
c,2,0
d,2,0
c,2,0
g,2,0
e,2,2
a,2,0
e,2,0
d,2,0
e,2,0
ha,2,0
e,2,2
hc,2,0
hb,2,0
ha,2,0
g,2,0
ha,2,0
e,2,2
hc,2,0
hb,2,0
ha,2,0
g,2,0
hb,2,0
e,2,0
