f,2,0
e,1,1
e,1,1
e,1,1
f,2,0
g,4,0
e,1,1
e,1,1
ha,2,0
g,2,0
f,2,0
g,2,0
e,4,0
hc,2,0
hg,2,0
ha,6,0
g,1,1
g,8,0
f,2,0
g,2,0
ha,4,0
g,8,0
